SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,bureau_total_loans,bureau_active_loans,bureau_closed_loans,bureau_mean_credit,bureau_max_credit,bureau_mean_debt,bureau_mean_overdue,bureau_mean_annuity,bureau_mean_duration,bureau_pct_active,bureau_bal_avg_months,bureau_bal_count_overdue,bureau_bal_count_active,bureau_bal_total_records,latest_status_1,latest_status_2,latest_status_3,latest_status_4,latest_status_5,latest_status_C,latest_status_X,prev_total_apps,prev_approved_apps,prev_refused_apps,prev_mean_requested_credit,prev_mean_approved_credit,prev_mean_annuity,prev_mean_decision_days,prev_mean_down_payment,prev_approved_rate,prev_refused_rate,pos_total_loans,pos_mean_remaining_inst,pos_mean_completed_inst,pos_avg_dpd,pos_avg_dpd_def,pos_latest_balance_month,cc_total_cards,cc_mean_limit,cc_mean_balance,cc_mean_drawings,cc_mean_payment,cc_mean_utilization,cc_max_utilization,inst_total_installments,inst_mean_inst_amount,inst_mean_payment_amount,inst_mean_delay,inst_pct_late,inst_pct_early,inst_max_delay,inst_mean_days_early,AGE,YEARS_EMPLOYED
191572,0,Cash loans,F,N,Y,1,135000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-15264,-777,-8243.0,-5084,,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,12,0,0,0,0,0,0,Restaurant,,0.1769464430085713,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,269283.375,990000.0,159798.375,0.0,10499.625,-571.5,50.0,-13.760330578512397,0.0,121.0,121.0,False,False,False,False,False,False,False,1.0,1.0,0.0,225000.0,270297.0,8719.785,-810.0,,100.0,0.0,1.0,47.4,12.6,0.038461538461538464,0.038461538461538464,-2.0,,,,,,,,28.0,9831.19982142857,13587.674464285714,0.21428571428571427,17.857142857142858,53.57142857142857,2.0,3.0,41.81917808219178,2.128767123287671
210754,0,Cash loans,F,N,Y,0,135000.0,414792.0,18400.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020713,-16254,-3183,-3686.0,-2344,,1,1,0,1,0,0,Sales staff,1.0,3,3,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.5119162242781902,0.4958908705613029,0.6092756673894402,0.168,0.1248,0.9776,0.6940000000000001,0.0706,0.0,0.1724,0.1667,0.2083,0.0784,0.1269,0.0516,0.0463,0.1464,0.1712,0.1296,0.9777,0.706,0.0712,0.0,0.1724,0.1667,0.2083,0.0801,0.1387,0.0538,0.0467,0.155,0.1697,0.1248,0.9776,0.6981,0.071,0.0,0.1724,0.1667,0.2083,0.0797,0.1291,0.0525,0.0466,0.1495,reg oper account,block of flats,0.111,Panel,No,0.0,0.0,0.0,0.0,-1340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,4.0,104848.31999999999,183645.0,19090.8,0.0,,-1273.6666666666667,33.33333333333333,,,,,,,,,,,,4.0,3.0,1.0,195799.5,195846.75,13334.85,-901.0,1282.5,75.0,25.0,2.0,7.88,5.96,0.28,0.0,-5.0,1.0,585000.0,0.0,0.0,,0.0,0.0,29.0,7563.6713793103445,9580.707931034483,1.1379310344827587,27.586206896551722,65.51724137931035,11.0,6.137931034482759,44.53150684931507,8.72054794520548
316696,0,Cash loans,F,N,Y,0,157500.0,203760.0,11826.0,180000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.02461,-21236,365243,-11196.0,-4453,,1,0,0,1,1,0,,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.7894690484023525,0.5691487713619409,0.132,0.0,0.9786,0.7076,,0.0,0.2759,0.1667,0.0417,0.0837,0.1059,0.1167,0.0077,0.0181,0.1345,0.0,0.9786,0.7190000000000001,,0.0,0.2759,0.1667,0.0417,0.0856,0.1157,0.1216,0.0078,0.0192,0.1332,0.0,0.9786,0.7115,,0.0,0.2759,0.1667,0.0417,0.0851,0.1077,0.1188,0.0078,0.0185,reg oper account,block of flats,0.1075,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,9.0,175243.24636363637,435150.0,26065.0,0.0,,-1686.3636363636363,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18082191780822,
443764,0,Cash loans,M,Y,Y,0,157500.0,675000.0,26284.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-9258,-1431,-4081.0,-1926,19.0,1,1,1,1,0,0,Core staff,1.0,3,3,TUESDAY,10,0,0,0,0,0,0,School,,0.4751152842482098,0.3589512285783967,0.0186,,0.9722,,,,0.1034,0.0417,,0.0189,,0.027,,,0.0189,,0.9722,,,,0.1034,0.0417,,0.0194,,0.0281,,,0.0187,,0.9722,,,,0.1034,0.0417,,0.0193,,0.0275,,,,block of flats,0.0334,Block,No,0.0,0.0,0.0,0.0,-968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,72823.5,72823.5,0.0,0.0,,-77.0,0.0,,,,,,,,,,,,4.0,3.0,1.0,191301.75,196258.5,17375.79375,-651.5,5422.5,75.0,25.0,2.0,4.95,4.95,0.0,0.0,-10.0,1.0,180000.0,116967.19909090908,22416.340909090908,13520.0,0.6498177727272727,1.03107875,39.0,17385.567692307694,16873.726153846157,0.5384615384615384,15.384615384615385,58.97435897435898,7.0,3.717948717948718,25.364383561643837,3.9205479452054797
359736,0,Cash loans,F,N,Y,0,90000.0,238500.0,15655.5,238500.0,Unaccompanied,Commercial associate,Incomplete higher,Widow,House / apartment,0.026392,-16159,-156,-5465.0,-4100,,1,1,0,1,1,0,Managers,1.0,2,2,MONDAY,17,0,0,0,0,0,0,Security Ministries,0.8082990307908047,0.4466411975316626,,0.032,,0.9578,,,0.0,0.1034,0.125,,,,,,,0.0326,,0.9578,,,0.0,0.1034,0.125,,,,,,,0.0323,,0.9578,,,0.0,0.1034,0.125,,,,,,,,block of flats,0.0245,"Stone, brick",Yes,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,1.0,69897.74399999999,70366.95,6099.201,-1414.2,5700.42,90.0,10.0,9.0,6.285714285714286,4.824175824175824,0.04395604395604396,0.04395604395604396,-2.0,,,,,,,,83.0,5712.9842168674695,5633.007831325302,0.1927710843373494,2.4096385542168677,79.51807228915662,14.0,12.63855421686747,44.271232876712325,0.4273972602739726
225379,0,Cash loans,M,N,Y,0,202500.0,231097.5,12667.5,175500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-21744,365243,-5029.0,-5279,,1,0,0,1,1,0,,2.0,1,1,FRIDAY,11,0,0,0,0,0,0,XNA,,0.5887366540329946,0.6986675550534175,0.0825,0.0985,0.9896,0.8572,0.1294,0.0,0.1379,0.1667,0.2083,0.0373,0.0672,0.0959,0.0,0.0,0.084,0.1023,0.9896,0.8628,0.1306,0.0,0.1379,0.1667,0.2083,0.0382,0.0735,0.0999,0.0,0.0,0.0833,0.0985,0.9896,0.8591,0.1302,0.0,0.1379,0.1667,0.2083,0.038,0.0684,0.0976,0.0,0.0,reg oper account,block of flats,0.1044,Panel,No,3.0,0.0,3.0,0.0,-1305.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,660000.0,1305000.0,160545.0,0.0,2381.13,-956.0,33.33333333333333,-19.21978021978022,1.0,90.0,91.0,False,False,False,False,False,True,False,7.0,4.0,2.0,83234.57142857143,110368.28571428571,14010.813,-753.1428571428571,0.0,57.14285714285714,28.57142857142857,3.0,7.413793103448276,4.517241379310345,0.0,0.0,-2.0,1.0,337218.75,236465.47546875,43292.60015625,41959.887,0.6425999583175505,1.0107011,93.0,18928.49806451613,18398.77935483871,0.17204301075268819,3.225806451612903,60.215053763440864,7.0,5.505376344086022,59.57260273972603,
351737,0,Cash loans,F,Y,Y,3,135000.0,225000.0,7195.5,225000.0,Family,Working,Higher education,Separated,House / apartment,0.026392,-13456,-5374,-7502.0,-4630,2.0,1,1,0,1,0,0,Core staff,4.0,2,2,MONDAY,10,0,0,0,0,0,0,School,0.6624214125319559,0.6612209825899087,0.7062051096536562,0.0309,,0.9747,,,0.0,0.069,0.125,,0.024,,0.0212,,0.0165,0.0315,,0.9747,,,0.0,0.069,0.125,,0.0245,,0.0221,,0.0175,0.0312,,0.9747,,,0.0,0.069,0.125,,0.0244,,0.0216,,0.0169,,block of flats,0.0203,"Stone, brick",No,0.0,0.0,0.0,0.0,-1084.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,41724.95785714286,79785.0,0.0,0.0,,-1684.857142857143,14.285714285714285,,,,,,,,,,,,9.0,7.0,1.0,74610.54999999999,72180.0,5773.0443749999995,-413.44444444444446,3124.9928571428572,77.77777777777779,11.11111111111111,6.0,11.524590163934427,6.360655737704918,0.0,0.0,-1.0,1.0,202500.0,2465.685,32245.275000000005,48602.384999999995,0.012176222222222222,0.03331,61.0,6617.494180327869,6935.982786885246,0.0,0.0,91.80327868852459,0.0,32.59016393442623,36.865753424657534,14.723287671232876
208429,0,Cash loans,F,Y,Y,2,135000.0,277969.5,18706.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12573,-1666,-3223.0,-4632,5.0,1,1,0,1,0,0,Private service staff,4.0,2,2,THURSDAY,11,0,0,0,0,0,0,Services,,0.6774561670907798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-3070.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5175000.0,5175000.0,5171512.5,0.0,,-78.0,100.0,,,,,,,,,,,,1.0,1.0,0.0,249916.5,249916.5,11258.73,-941.0,0.0,100.0,0.0,1.0,11.875,12.125,0.0,0.0,-7.0,,,,,,,,25.0,11256.906599999998,10806.5574,0.36,4.0,96.0,9.0,13.56,34.446575342465756,4.564383561643836
447180,0,Cash loans,F,N,Y,1,112500.0,312768.0,23022.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.002134,-8521,-665,-2075.0,-984,,1,1,0,1,0,0,Core staff,3.0,3,3,MONDAY,9,0,0,0,0,0,0,Bank,,0.4361007855663255,0.2851799046358216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-84.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,63000.0,63000.0,57366.0,0.0,5727.285,-82.0,100.0,-1.0,0.0,3.0,3.0,False,False,False,False,False,False,False,11.0,3.0,3.0,213896.86363636365,237224.86363636365,16338.24,-131.0,0.0,27.27272727272727,27.27272727272727,3.0,5.708333333333333,5.416666666666667,0.0,0.0,-1.0,,,,,,,,22.0,8350.45568181818,8350.45568181818,0.0,0.0,95.45454545454545,0.0,14.772727272727273,23.345205479452055,1.821917808219178
339706,0,Revolving loans,M,Y,Y,1,157500.0,900000.0,45000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-7707,-492,-2349.0,-362,2.0,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,17,0,0,0,0,1,1,Industry: type 7,0.0625356034209643,0.3089795258072573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,3.0,79192.55045454546,69018.18545454546,12216.5235,-170.1818181818182,15334.501499999998,63.63636363636363,27.27272727272727,6.0,4.333333333333333,0.9333333333333333,0.0,0.0,-2.0,,,,,,,,11.0,46719.445909090915,50945.8095,0.0,0.0,90.9090909090909,-1.0,14.3,21.115068493150684,1.347945205479452
159987,0,Revolving loans,F,N,N,0,58500.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00963,-19834,365243,-9452.0,-3073,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,0.5873618985326952,0.4500864551041335,0.5388627065779676,0.5268,0.3707,0.9871,0.8232,,0.56,0.4828,0.3333,0.375,0.2929,,0.5429,,0.0048,0.5368,0.3846,0.9871,0.8301,,0.5639,0.4828,0.3333,0.375,0.2996,,0.5656,,0.0051,0.5319,0.3707,0.9871,0.8256,,0.56,0.4828,0.3333,0.375,0.298,,0.5526,,0.0049,,block of flats,0.4443,Panel,No,1.0,0.0,1.0,0.0,-1033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,9.0,76534.2,225000.0,11527.0,0.0,,-1744.7,10.0,,,,,,,,,,,,8.0,5.0,0.0,76214.8125,89506.6875,7354.431,-503.375,0.0,62.5,0.0,5.0,15.721518987341772,10.594936708860759,0.0,0.0,-1.0,,,,,,,,82.0,7189.840426829269,7002.272743902439,0.24390243902439024,9.75609756097561,85.36585365853658,6.0,7.817073170731708,54.33972602739726,
177023,0,Revolving loans,M,N,N,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-10222,-1684,-4110.0,-2240,,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,,0.5816024769292064,0.5136937663039473,0.1763,0.0445,0.9851,,,0.04,0.0345,0.3333,,0.0683,,0.0709,,0.0,0.1796,0.0461,0.9851,,,0.0403,0.0345,0.3333,,0.0699,,0.058,,0.0,0.178,0.0445,0.9851,,,0.04,0.0345,0.3333,,0.0695,,0.0722,,0.0,,block of flats,0.0678,Block,No,4.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,6.0,226333.5,675000.0,0.0,0.0,,-1129.8333333333333,0.0,,,,,,,,,,,,2.0,1.0,0.0,40477.5,25569.0,10228.095,-157.5,32382.0,50.0,0.0,1.0,3.0,3.0,0.0,0.0,-2.0,,,,,,,,6.0,10228.0575,10228.0575,0.0,0.0,100.0,-6.0,12.166666666666666,28.005479452054793,4.6136986301369864
385335,0,Cash loans,M,Y,Y,2,270000.0,1575000.0,49585.5,1575000.0,Family,State servant,Higher education,Married,House / apartment,0.003069,-11964,-3108,-5755.0,-3465,3.0,1,1,0,1,0,0,Managers,4.0,3,3,THURSDAY,10,0,0,0,1,1,0,Other,0.4186916154449141,0.5043698218511083,0.3622772470384314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,6.0,405809.0,1327500.0,14835.375,0.0,16875.0,-1815.111111111111,33.33333333333333,-40.454802259887,2.0,352.0,354.0,False,False,False,False,False,False,False,4.0,1.0,0.0,25762.5,27122.625,20254.095,-176.25,0.0,25.0,0.0,1.0,3.0,3.0,0.0,0.0,-11.0,,,,,,,,6.0,20253.607500000002,20253.607500000002,0.0,0.0,100.0,-7.0,12.333333333333334,32.778082191780825,8.515068493150684
152026,0,Cash loans,F,N,Y,0,67500.0,339948.0,22603.5,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-22623,365243,-7894.0,-4467,,1,0,0,1,1,0,,2.0,3,3,TUESDAY,8,0,0,0,0,0,0,XNA,,0.409563166088277,0.6894791426446275,0.0526,0.0494,0.9891,0.8504,,0.04,0.0345,0.3333,,0.0312,,0.0638,,0.0113,0.0536,0.0512,0.9891,0.8563,,0.0403,0.0345,0.3333,,0.0319,,0.0665,,0.0119,0.0531,0.0494,0.9891,0.8524,,0.04,0.0345,0.3333,,0.0318,,0.065,,0.0115,,block of flats,0.057,"Stone, brick",No,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,147270.99599999998,225000.0,0.0,0.0,,-813.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.98082191780822,
142753,0,Cash loans,F,Y,Y,0,90000.0,755190.0,28116.0,675000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,-19276,365243,-11744.0,-2771,15.0,1,0,0,1,0,0,,1.0,3,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.3786885783630643,0.6956219298394389,0.1804,0.1137,0.9826,0.762,0.072,0.0,0.2759,0.1667,0.2083,0.155,0.1463,0.1801,0.0039,0.0057,0.1838,0.118,0.9826,0.7713,0.0726,0.0,0.2759,0.1667,0.2083,0.1585,0.1598,0.1876,0.0039,0.006,0.1822,0.1137,0.9826,0.7652,0.0724,0.0,0.2759,0.1667,0.2083,0.1576,0.1488,0.1833,0.0039,0.0058,reg oper account,block of flats,0.1822,Panel,No,2.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,386481.0,1012500.0,0.0,0.0,,-883.0,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.81095890410959,
233669,0,Cash loans,M,Y,N,0,99000.0,640080.0,29970.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-9880,-817,-4163.0,-2449,6.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,18,0,0,0,1,1,0,Self-employed,,0.5235194990574844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,81875.25,94977.0,7353.506249999999,-1220.25,3868.5,50.0,50.0,2.0,2.625,2.125,0.0,0.0,-27.0,,,,,,,,6.0,11948.205,11948.205,0.0,0.0,100.0,-6.0,16.5,27.068493150684933,2.2383561643835614
354260,0,Cash loans,M,Y,Y,0,90000.0,224136.0,15106.5,198000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.004849,-23630,365243,-1117.0,-3996,14.0,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.4742482768334882,0.7136313997323308,0.1278,0.0596,0.9791,0.6804,0.0112,0.0,0.069,0.1667,0.2083,0.0723,0.0841,0.0481,0.0,0.0118,0.1061,0.037,0.9777,0.6929,0.0113,0.0,0.0345,0.1667,0.2083,0.0675,0.0918,0.0255,0.0,0.0,0.1051,0.0483,0.9776,0.6847,0.0113,0.0,0.0345,0.1667,0.2083,0.0686,0.0855,0.0497,0.0,0.0132,reg oper account,block of flats,0.0245,"Stone, brick",No,0.0,0.0,0.0,0.0,-1396.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,28815.75,34155.0,0.0,0.0,,-608.5,0.0,,,,,,,,,,,,3.0,1.0,1.0,13053.0,10024.5,5760.27,-588.0,13500.0,33.33333333333333,33.33333333333333,1.0,3.0,3.0,0.0,0.0,-40.0,,,,,,,,6.0,5760.517500000001,5760.517500000001,1.0,50.0,33.33333333333333,4.0,0.3333333333333333,64.73972602739725,
421190,0,Cash loans,F,N,N,0,157500.0,292500.0,30712.5,292500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.009334,-8899,-453,-8870.0,-1563,,1,1,1,1,0,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.7460949482172075,0.4933162683688654,0.1176137317080569,,,0.9603,,,,,,,,,0.012,,,,,0.9603,,,,,,,,,0.0125,,,,,0.9603,,,,,,,,,0.0122,,,,block of flats,0.0134,,Yes,0.0,0.0,0.0,0.0,-1102.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,5.0,4.0,45649.774999999994,90000.0,22633.0,0.0,4371.345,-611.3333333333334,55.55555555555556,-11.844086021505376,5.0,181.0,186.0,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.38082191780822,1.2410958904109588
106568,0,Cash loans,F,N,Y,0,135000.0,765000.0,30469.5,765000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-15172,-3091,-4071.0,-2793,,1,1,1,1,1,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5554451090930334,0.6816086417158418,0.2340151665320674,0.0515,0.0619,0.9896,0.8572,0.0253,0.0,0.1379,0.1667,0.2083,0.0416,0.042,0.0529,0.0,0.0695,0.0525,0.0642,0.9896,0.8628,0.0255,0.0,0.1379,0.1667,0.2083,0.0425,0.0459,0.0552,0.0,0.0736,0.052,0.0619,0.9896,0.8591,0.0254,0.0,0.1379,0.1667,0.2083,0.0423,0.0428,0.0539,0.0,0.071,reg oper account,block of flats,0.0416,"Stone, brick",No,2.0,0.0,2.0,0.0,-1815.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,4.0,360485.1,1350000.0,354678.75,0.0,9419.4,-1796.8,20.0,-35.9746835443038,0.0,237.0,237.0,False,False,False,False,False,False,True,6.0,5.0,0.0,218037.0,260502.0,18123.894,-1338.6666666666667,16254.0,83.33333333333334,0.0,4.0,23.253521126760564,10.23943661971831,0.0,0.0,-1.0,1.0,149684.2105263158,37792.638947368425,1894.7368421052631,3687.5283157894737,0.2524824683544304,1.02426175,184.0,10038.757010869565,9418.983260869565,0.5543478260869565,3.260869565217391,56.52173913043478,51.0,7.663043478260869,41.56712328767123,8.468493150684932
